sub-0001	0.0455555554	1.94875	0.005	300000.0	200	29162440	21	nan	nan	4
sub-0001	0.03	1.95625	0.005	300000.0	200	29162421	2	nan	nan	4
sub-0001	0.0388888888	1.90375	0.005	300000.0	200	29162431	12	nan	nan	4
sub-0001	0.0477777776	2.02	0.005	300000.0	200	29162444	25	nan	nan	4
sub-0001	0.0455555554	2.005	0.005	300000.0	200	29162441	22	nan	nan	4
sub-0001	0.0322222222	1.915	0.005	300000.0	200	29162423	4	nan	nan	4
sub-0001	0.0433333332	1.93375	0.005	300000.0	200	29162437	18	nan	nan	4
sub-0001	0.0477777776	1.96375	0.005	300000.0	200	29162443	24	nan	nan	4
sub-0001	0.0433333332	2.04625	0.005	300000.0	200	29162439	20	nan	nan	4
sub-0001	0.03	2.0125	0.005	300000.0	200	29162422	3	nan	nan	4
sub-0001	0.041111111	1.91875	0.005	300000.0	200	29162434	15	nan	nan	4
sub-0001	0.0477777776	1.9075	0.005	300000.0	200	29162442	23	nan	nan	4
sub-0001	0.0433333332	1.99	0.005	300000.0	200	29162438	19	nan	nan	4
sub-0001	0.03	1.9	0.005	300000.0	200	29162420	1	nan	nan	4
sub-0001	0.041111111	1.975	0.005	300000.0	200	29162435	16	nan	nan	4
sub-0001	0.0499999998	1.97875	0.005	300000.0	200	29162446	27	nan	nan	4
sub-0001	0.0322222222	2.0275	0.005	300000.0	200	29162425	6	nan	nan	4
sub-0001	0.0388888888	2.01625	0.005	300000.0	200	29162433	14	nan	nan	4
sub-0001	0.0499999998	1.9225	0.005	300000.0	200	29162445	26	nan	nan	4
sub-0001	0.0322222222	1.97125	0.005	300000.0	200	29162424	5	nan	nan	4
sub-0001	0.041111111	2.03125	0.005	300000.0	200	29162436	17	nan	nan	4
sub-0001	0.0499999998	2.035	0.005	300000.0	200	29162404	28	nan	nan	4
sub-0001	0.0344444444	1.93	0.005	300000.0	200	29162426	7	nan	nan	4
sub-0001	0.0344444444	1.98625	0.005	300000.0	200	29162427	8	nan	nan	4
sub-0001	0.0366666666	1.945	0.005	300000.0	200	29162429	10	nan	nan	4
sub-0001	0.0388888888	1.96	0.005	300000.0	200	29162432	13	nan	nan	4
sub-0001	0.0344444444	2.0425	0.005	300000.0	200	29162428	9	nan	nan	4
sub-0001	0.0366666666	2.00125	0.005	300000.0	200	29162430	11	nan	nan	4
sub-0001	0.0499999998	2.035	0.005	30000.0	1000	29164007	28	0.0032578868258537376	404.14768743515015	1
sub-0001	0.0433333332	1.99	0.005	30000.0	1000	29164097	19	0.007688126624648238	407.9544026851654	1
sub-0001	0.0344444444	1.98625	0.005	30000.0	1000	29164086	8	0.0004895703883365123	409.39484214782715	1
sub-0001	0.0433333332	1.93375	0.005	30000.0	1000	29164096	18	0.004763464174944918	409.8274323940277	1
sub-0001	0.0455555554	2.005	0.005	30000.0	1000	29164100	22	0.011037872221350014	411.315185546875	1
sub-0001	0.0344444444	1.93	0.005	30000.0	1000	29164085	7	0.0003660144565795054	411.8189654350281	1
sub-0001	0.0477777776	2.02	0.005	30000.0	1000	29164103	25	0.006901838020845132	412.11446738243103	1
sub-0001	0.03	1.95625	0.005	30000.0	1000	29164080	2	0.0002042166336047088	412.3543667793274	1
sub-0001	0.0477777776	1.9075	0.005	30000.0	1000	29164101	23	0.004336421129927011	412.35014176368713	1
sub-0001	0.0322222222	1.915	0.005	30000.0	1000	29164082	4	0.00018916445131019624	412.30934286117554	1
sub-0001	0.0433333332	2.04625	0.005	30000.0	1000	29164098	20	0.00861139100682196	412.56017327308655	1
sub-0001	0.03	2.0125	0.005	30000.0	1000	29164081	3	0.00039458456078045285	412.13121581077576	1
sub-0001	0.0499999998	1.9225	0.005	30000.0	1000	29164104	26	0.0034152341282603477	413.1147484779358	1
sub-0001	0.0322222222	1.97125	0.005	30000.0	1000	29164083	5	0.0002533326281471339	413.1455638408661	1
sub-0001	0.0366666666	2.00125	0.005	30000.0	1000	29164089	11	0.0036389959522207414	413.2162160873413	1
sub-0001	0.0477777776	1.96375	0.005	30000.0	1000	29164102	24	0.008585639698161687	413.31125688552856	1
sub-0001	0.0455555554	1.94875	0.005	30000.0	1000	29164099	21	0.005715603661365036	413.46988797187805	1
sub-0001	0.0499999998	1.97875	0.005	30000.0	1000	29164105	27	0.004944904561232643	413.92453145980835	1
sub-0001	0.041111111	2.03125	0.005	30000.0	1000	29164095	17	0.007495126342880198	414.34400963783264	1
sub-0001	0.0388888888	2.01625	0.005	30000.0	1000	29164092	14	0.009806709860685499	414.7066719532013	1
sub-0001	0.041111111	1.91875	0.005	30000.0	1000	29164093	15	0.0017998652286406785	414.78362798690796	1
sub-0001	0.041111111	1.975	0.005	30000.0	1000	29164094	16	0.008495207371134234	414.73471570014954	1
sub-0001	0.0322222222	2.0275	0.005	30000.0	1000	29164084	6	0.0004543368314578487	415.7781620025635	1
sub-0001	0.0388888888	1.96	0.005	30000.0	1000	29164091	13	0.004575670030879595	417.6555802822113	1
sub-0001	0.03	1.9	0.005	30000.0	1000	29164079	1	0.00015867050213349	418.04298067092896	1
sub-0001	0.0388888888	1.90375	0.005	30000.0	1000	29164090	12	0.0008754290171006615	420.9950747489929	1
sub-0001	0.0366666666	1.945	0.005	30000.0	1000	29164088	10	0.0008383762773216056	436.1898989677429	1
sub-0001	0.0344444444	2.0425	0.005	30000.0	1000	29164087	9	0.005464340636295053	411.4164559841156	1
sub-0001	0.0322222222	1.97125	0.005	30000.0	1000	29164675	5	0.0002533326281471339	409.109246969223	1
sub-0001	0.041111111	2.03125	0.005	30000.0	1000	29164687	17	0.007495126342880198	408.7867531776428	1
sub-0001	0.03	1.95625	0.005	30000.0	1000	29164672	2	0.0002042166336047088	409.56372261047363	1
sub-0001	0.03	2.0125	0.005	30000.0	1000	29164673	3	0.00039458456078045285	409.6642105579376	1
sub-0001	0.0366666666	2.00125	0.005	30000.0	1000	29164681	11	0.0036389959522207414	409.8944818973541	1
sub-0001	0.03	1.9	0.005	30000.0	1000	29164671	1	0.00015867050213349	409.9170379638672	1
sub-0001	0.0344444444	1.93	0.005	30000.0	1000	29164677	7	0.0003660144565795054	410.12405943870544	1
sub-0001	0.0477777776	1.96375	0.005	30000.0	1000	29164694	24	0.008585639698161687	410.58345246315	1
sub-0001	0.0455555554	2.005	0.005	30000.0	1000	29164692	22	0.011037872221350014	410.69245314598083	1
sub-0001	0.0322222222	2.0275	0.005	30000.0	1000	29164676	6	0.0004543368314578487	411.61132621765137	1
sub-0001	0.0477777776	2.02	0.005	30000.0	1000	29164695	25	0.006901838020845132	411.7328464984894	1
sub-0001	0.0499999998	2.035	0.005	30000.0	1000	29164657	28	0.0032578868258537376	411.8978679180145	1
sub-0001	0.0388888888	2.01625	0.005	30000.0	1000	29164684	14	0.009806709860685499	411.69873332977295	1
sub-0001	0.0433333332	1.93375	0.005	30000.0	1000	29164688	18	0.004763464174944918	407.7929036617279	1
sub-0001	0.0455555554	1.94875	0.005	30000.0	1000	29164691	21	0.005715603661365036	412.1028871536255	1
sub-0001	0.041111111	1.91875	0.005	30000.0	1000	29164685	15	0.0017998652286406785	412.010418176651	1
sub-0001	0.0366666666	1.945	0.005	30000.0	1000	29164680	10	0.0008383762773216056	409.726035118103	1
sub-0001	0.041111111	1.975	0.005	30000.0	1000	29164686	16	0.008495207371134234	410.98215889930725	1
sub-0001	0.0499999998	1.9225	0.005	30000.0	1000	29164696	26	0.0034152341282603477	412.6970067024231	1
sub-0001	0.0499999998	1.97875	0.005	30000.0	1000	29164697	27	0.004944904561232643	412.58733892440796	1
sub-0001	0.0433333332	1.99	0.005	30000.0	1000	29164689	19	0.007688126624648238	411.4798367023468	1
sub-0001	0.0477777776	1.9075	0.005	30000.0	1000	29164693	23	0.004336421129927011	411.6722424030304	1
sub-0001	0.0388888888	1.96	0.005	30000.0	1000	29164683	13	0.004575670030879595	412.5816478729248	1
sub-0001	0.0322222222	1.915	0.005	30000.0	1000	29164674	4	0.00018916445131019624	412.71124839782715	1
sub-0001	0.0433333332	2.04625	0.005	30000.0	1000	29164690	20	0.00861139100682196	413.94951915740967	1
sub-0001	0.0388888888	1.90375	0.005	30000.0	1000	29164682	12	0.0008754290171006615	416.30999636650085	1
sub-0001	0.0344444444	2.0425	0.005	30000.0	1000	29164679	9	0.005464340636295053	433.52521443367004	1
sub-0001	0.0344444444	1.98625	0.005	30000.0	1000	29164678	8	0.0004895703883365123	413.72291827201843	1
sub-0001	0.0433333332	1.9375	0.005	30000.0	1000	29164688	18	0.004755214510299338	410.7127320766449	1
sub-0001	0.041111111	2.035	0.005	30000.0	1000	29164687	17	0.008453548723534078	411.7576787471771	1
