sub-0002	0.02	1.68	0.005	30000.0	1000	29717147	2	9.571066288424447e-05	0.3628056973931738	0.023566343505638746	0.029701816642337182	463.1445107460022	1
sub-0002	0.02	1.74	0.005	30000.0	1000	29717149	4	8.673686907297743e-05	0.36334318731523785	0.06600677901696166	0.029710790436148448	464.42607259750366	1
sub-0002	0.02	1.65	0.005	30000.0	1000	29717146	1	8.928656700296639e-05	0.362066648750336	0.14193573365401543	0.02970824073821846	465.07555198669434	1
sub-0002	0.02	1.71	0.005	30000.0	1000	29717148	3	8.58853185109106e-05	0.36213383499059393	0.2131438044242813	0.029711641986710516	464.052613735199	1
sub-0002	0.02	1.77	0.005	30000.0	1000	29717374	5	8.317299453785516e-05	0.3636791185165278	0.031177572755620466	0.02971435431068357	402.3066916465759	1
sub-0002	0.02	1.8	0.005	30000.0	1000	29717375	6	8.88747057124166e-05	0.3651572158022037	0.06768301549915161	0.029708652599509007	402.7278742790222	1
sub-0002	0.02	1.98	0.005	30000.0	1000	29717726	12	0.00664183228940296	0.2800322493953238	0.25309242047897473	0.023155695015818465	253.13706374168396	1
sub-0002	0.02	2.01	0.005	30000.0	1000	29717727	13	0.004542312062063287	0.3191346412254771	0.2883850633892875	0.025255215243158137	253.13781762123108	1
sub-0002	0.02	1.83	0.005	30000.0	1000	29717721	7	8.710609065415377e-05	0.3655603332437517	0.08793755137421698	0.02971042121456727	392.4559178352356	1
sub-0002	0.02	1.86	0.005	30000.0	1000	29717722	8	8.353709221990501e-05	0.36663531308787967	0.4147520115031441	0.029713990213001522	392.4559967517853	1
sub-0002	0.02	1.95	0.005	30000.0	1000	29717725	11	0.007372416272162253	0.2682074711099167	0.4045361830627704	0.02242511103305917	397.0579209327698	1
sub-0002	0.02	1.92	0.005	30000.0	1000	29717724	10	0.006427590146936094	0.27553077129803816	0.36685392072470263	0.02336993715828533	397.0581591129303	1
sub-0002	0.02	1.89	0.005	30000.0	1000	29717723	9	0.00016514282730943698	0.3693227626981994	0.7788126261747089	0.02963238447791199	397.0585949420929	1
sub-0002	0.02	1.66	0.005	30000.0	1000	29717146	1	9.005598092677762e-05	0.3620666487503359	0.07198340854751599	0.02970747132429465	461.59482765197754	1
sub-0002	0.02	1.69	0.005	30000.0	1000	29717147	2	9.83076710229766e-05	0.36220102123085196	0.14214402582460828	0.02969921963419845	462.26571440696716	1
sub-0002	0.02	1.72	0.005	30000.0	1000	29717148	3	7.55289712757059e-05	0.36361193227626987	0.029457437887135732	0.029721998333945718	462.7398180961609	1
sub-0002	0.02	1.75	0.005	30000.0	1000	29717149	4	8.703198121241542e-05	0.3632088148347219	0.0400110867444893	0.02971049532400901	463.01148676872253	1
sub-0002	0.02	1.99	0.005	30000.0	1000	29717726	12	0.005002424246486621	0.3082504703036818	0.3484726493223279	0.024795103058734804	251.1053729057312	1
sub-0002	0.02	2.02	0.005	30000.0	1000	29717727	13	0.004334459153302041	0.3170518677774792	0.2784386607971192	0.025463068151919385	251.36139750480652	1
sub-0002	0.02	1.81	0.005	30000.0	1000	29717375	6	8.708693123456251e-05	0.3665009406073637	0.255583367512066	0.029710440373986863	399.50756764411926	1
sub-0002	0.02	1.78	0.005	30000.0	1000	29717374	5	8.629198492113874e-05	0.36475409836065564	0.05938131232315871	0.029711235320300285	400.6347942352295	1
sub-0002	0.025	1.84	0.005	30000.0	1000	29718024	21	9.887019791962873e-05	0.3638806772373019	0.056212557433670415	0.029698657107301796	402.78459572792053	1
sub-0002	0.025	1.81	0.005	30000.0	1000	29718023	20	8.592423909190833e-05	0.36401504971781784	0.14720351428129422	0.029711603066129518	409.75084018707275	1
sub-0002	0.025	1.9	0.005	30000.0	1000	29718026	23	0.0001040147460114747	0.36965869389948947	0.3288345964928107	0.02969351255920995	408.9742741584778	1
sub-0002	0.025	1.72	0.005	30000.0	1000	29718020	17	7.253130806065183e-05	0.36240257995162584	0.09881044696791177	0.029724995997160775	412.0472958087921	1
sub-0002	0.025	1.78	0.005	30000.0	1000	29718022	19	8.230638441415359e-05	0.36287288363343195	0.10666861012215335	0.02971522092080727	413.353679895401	1
