sub-0001	0.02	1.68	0.005	30000.0	1000	29716455	2	9.1024026235406e-05	0.3919645256651438	0.15431984051670877	0.04147447686298765	393.6103711128235	1
sub-0001	0.02	1.65	0.005	30000.0	1000	29716454	1	9.44263236216078e-05	0.39149422198333783	0.14165859235052508	0.041471074565601444	394.33579754829407	1
sub-0001	0.02	1.71	0.005	30000.0	1000	29716456	3	9.427063969459529e-05	0.3923004568664337	0.06062248160087051	0.04147123024952846	395.61025738716125	1
sub-0001	0.02	1.74	0.005	30000.0	1000	29716664	4	0.0001016593870570398	0.39250201558720776	0.06983234067793787	0.04146384150216601	401.3200113773346	1
sub-0001	0.02	1.69	0.005	30000.0	1000	29716455	2	9.147549392459713e-05	0.3921660843859178	0.055347249078421014	0.04147402539529846	391.34743309020996	1
sub-0001	0.02	1.66	0.005	30000.0	1000	29716454	1	0.00010046425552445968	0.3920988981456598	0.17444164025639272	0.0414650366336986	392.894389629364	1
sub-0001	0.02	1.72	0.005	30000.0	1000	29716456	3	0.00010398630728936257	0.3919645256651438	0.13378508756742746	0.041461514581933694	395.00057721138	1
sub-0001	0.02	1.75	0.005	30000.0	1000	29716664	4	9.627615250056839e-05	0.3926363880677237	0.044000626154523194	0.04146922473672249	395.71345710754395	1
sub-0001	0.025	1.87	0.005	30000.0	1000	29717021	22	5.53152256419078e-05	0.39700349368449345	0.06852881652808072	0.041510185663581146	406.655154466629	1
sub-0001	0.025	1.81	0.005	30000.0	1000	29717019	20	5.8558128276891595e-05	0.39633163128191345	0.07135562814464594	0.041506942760946165	408.79055070877075	1
sub-0001	0.02	1.77	0.005	30000.0	1000	29717004	5	9.20497489626192e-05	0.3928379467884977	0.02605317844985386	0.04147345114026044	409.88896346092224	1
sub-0001	0.02	1.8	0.005	30000.0	1000	29717005	6	9.561733315673511e-05	0.39539102391830155	0.06147804707008891	0.04146988355606632	411.6477777957916	1
sub-0001	0.025	1.84	0.005	30000.0	1000	29717020	21	5.943101579884929e-05	0.39653319000268744	0.06711054282862156	0.04150606987342421	411.0007390975952	1
sub-0001	0.02	1.98	0.005	30000.0	1000	29717011	12	0.005243562997679685	0.38195377586670254	0.42143086424197107	0.03632193789154337	411.3095061779022	1
sub-0001	0.025	1.66	0.005	30000.0	1000	29717014	15	6.741876588901891e-05	0.3959957000806235	0.04735189288728517	0.041498082123334036	411.30220127105713	1
sub-0001	0.025	1.69	0.005	30000.0	1000	29717015	16	7.537351007535583e-05	0.3959957000806235	0.05803462375997727	0.0414901273791477	411.30223512649536	1
